Year,P&L Line,Geography,Operating Unit,Global Categories,Mapping,USD (Millions),Local Currency (Millions)
2023,Industry Volume Final,Australia,ASP OU,Plant Based Beverages,12,17.8742,17.8742
2023,Industry Volume Final,Thailand,ASP OU,Plant Based Beverages,12,94.8668,94.8668
2023,Industry Volume Final,Indonesia,ASP OU,Plant Based Beverages,12,14.6693,14.6693
2023,Industry Volume Final,Philippines,ASP OU,Plant Based Beverages,12,10.2180,10.2180
2023,Industry Volume Final,Viet Nam,ASP OU,Plant Based Beverages,12,40.8843,40.8843
2023,Industry Volume Final,ASP OU,ASP OU,Other Alcoholic Beverages,12,82.4478,82.4478
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Other Alcoholic Beverages,12,61.3000,61.3000
2023,Industry Volume Final,Thailand,ASP OU,Other Alcoholic Beverages,12,13.4192,13.4192
2023,Industry Volume Final,Indonesia,ASP OU,Other Alcoholic Beverages,12,0.0000,0.0000
2023,Industry Volume Final,Philippines,ASP OU,Other Alcoholic Beverages,12,3.9859,3.9859
2023,Industry Volume Final,Viet Nam,ASP OU,Other Alcoholic Beverages,12,3.7428,3.7428
2023,Industry Volume Final,ASP OU,ASP OU,NRTD Coffee,12,0.0000,0.0000
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,NRTD Coffee,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,NRTD Coffee,12,0.0000,0.0000
2023,Industry Volume Final,Thailand,ASP OU,NRTD Coffee,12,0.0000,0.0000
2023,Industry Volume Final,Indonesia,ASP OU,NRTD Coffee,12,0.0000,0.0000
2023,Industry Volume Final,Philippines,ASP OU,NRTD Coffee,12,0.0000,0.0000
2023,Industry Volume Final,Viet Nam,ASP OU,NRTD Coffee,12,0.0000,0.0000
2023,Industry Volume Final,ASP OU,ASP OU,Tea,12,0.0000,0.0000
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Tea,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Tea,12,0.0000,0.0000
2023,Industry Volume Final,Thailand,ASP OU,Tea,12,0.0000,0.0000
2023,Industry Volume Final,Indonesia,ASP OU,Tea,12,0.0000,0.0000
2023,Industry Volume Final,Philippines,ASP OU,Tea,12,0.0000,0.0000
2023,Industry Volume Final,Viet Nam,ASP OU,Tea,12,0.0000,0.0000
2023,Industry Volume Final,ASP OU,ASP OU,Prepared Coffee,12,0.0000,0.0000
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Prepared Coffee,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Prepared Coffee,12,0.0000,0.0000
2023,Industry Volume Final,Thailand,ASP OU,Prepared Coffee,12,0.0000,0.0000
2023,Industry Volume Final,Indonesia,ASP OU,Prepared Coffee,12,0.0000,0.0000
2023,Industry Volume Final,Philippines,ASP OU,Prepared Coffee,12,0.0000,0.0000
2023,Industry Volume Final,Viet Nam,ASP OU,Prepared Coffee,12,0.0000,0.0000
2023,Industry Volume Final,ASP OU,ASP OU,Other Categories,12,0.0000,0.0000
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Other Categories,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Other Categories,12,0.0000,0.0000
2023,Industry Volume Final,Thailand,ASP OU,Other Categories,12,0.0000,0.0000
2023,Industry Volume Final,Indonesia,ASP OU,Other Categories,12,0.0000,0.0000
2023,Industry Volume Final,Philippines,ASP OU,Other Categories,12,0.0000,0.0000
2023,Industry Volume Final,Viet Nam,ASP OU,Other Categories,12,0.0000,0.0000
2019,Industry Value Final,ASP OU,ASP OU,Total Category,11,44643.6658,237903957.0989
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Total Category,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Total Category,11,15632.9300,22479.6778
2019,Industry Value Final,Thailand,ASP OU,Total Category,11,9375.9292,327598.4660
2019,Industry Value Final,Indonesia,ASP OU,Total Category,11,8177.9551,120823597.3416
2019,Industry Value Final,Philippines,ASP OU,Total Category,11,6478.4076,349783.4182
2019,Industry Value Final,Viet Nam,ASP OU,Total Category,11,4978.4439,116380498.1952
2019,Industry Value Final,ASP OU,ASP OU,Coca-Cola,11,6966.8748,15092638.8970
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Coca-Cola,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Coca-Cola,11,2596.8331,3734.1670
2019,Industry Value Final,Thailand,ASP OU,Coca-Cola,11,1574.8489,55025.8100
2019,Industry Value Final,Indonesia,ASP OU,Coca-Cola,11,137.6129,2033135.0000
2019,Industry Value Final,Philippines,ASP OU,Coca-Cola,11,2106.3079,113724.1800
2019,Industry Value Final,Viet Nam,ASP OU,Coca-Cola,11,551.2720,12887019.7400
2019,Industry Value Final,ASP OU,ASP OU,Sparkling Flavors,11,4776.6214,17677000.2156
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Sparkling Flavors,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Sparkling Flavors,11,1466.6274,2108.9656
2019,Industry Value Final,Thailand,ASP OU,Sparkling Flavors,11,764.3364,26706.2000
2019,Industry Value Final,Indonesia,ASP OU,Sparkling Flavors,11,492.7161,7279537.3200
2019,Industry Value Final,Philippines,ASP OU,Sparkling Flavors,11,1613.1244,87096.1200
2019,Industry Value Final,Viet Nam,ASP OU,Sparkling Flavors,11,439.8171,10281551.6100
2019,Industry Value Final,ASP OU,ASP OU,Packaged Water,11,8169.0018,53842421.2689
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Packaged Water,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Packaged Water,11,1741.9480,2504.8683
2019,Industry Value Final,Thailand,ASP OU,Packaged Water,11,2358.0371,82390.6954
2019,Industry Value Final,Indonesia,ASP OU,Packaged Water,11,2686.2460,39687415.9227
2019,Industry Value Final,Philippines,ASP OU,Packaged Water,11,782.6971,42259.5297
2019,Industry Value Final,Viet Nam,ASP OU,Packaged Water,11,600.0736,14027850.2528
2019,Industry Value Final,ASP OU,ASP OU,Enhanced Water Beverages,11,116.8669,159288.2852
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Enhanced Water Beverages,11,84.6161,121.6754
2019,Industry Value Final,Thailand,ASP OU,Enhanced Water Beverages,11,14.6510,511.9102
2019,Industry Value Final,Indonesia,ASP OU,Enhanced Water Beverages,11,3.0892,45641.2523
2019,Industry Value Final,Philippines,ASP OU,Enhanced Water Beverages,11,9.6986,523.6464
2019,Industry Value Final,Viet Nam,ASP OU,Enhanced Water Beverages,11,4.8120,112489.8010
2019,Industry Value Final,ASP OU,ASP OU,Advanced Hydration,11,1352.0555,10773644.3197
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Advanced Hydration,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Advanced Hydration,11,335.3476,482.2197
2019,Industry Value Final,Thailand,ASP OU,Advanced Hydration,11,218.0718,7619.5100
2019,Industry Value Final,Indonesia,ASP OU,Advanced Hydration,11,565.3624,8352835.5200
2019,Industry Value Final,Philippines,ASP OU,Advanced Hydration,11,130.3657,7038.7300
2019,Industry Value Final,Viet Nam,ASP OU,Advanced Hydration,11,102.9080,2405668.3400
2019,Industry Value Final,ASP OU,ASP OU,RTD Coffee,11,1102.0254,3495581.2527
2019,Industry Value Final,ASPOU Non-T40,ASP OU,RTD Coffee,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,RTD Coffee,11,446.3568,641.8476
2019,Industry Value Final,Thailand,ASP OU,RTD Coffee,11,405.3698,14163.7725
2019,Industry Value Final,Indonesia,ASP OU,RTD Coffee,11,199.4130,2946189.0380
2019,Industry Value Final,Philippines,ASP OU,RTD Coffee,11,28.0824,1516.2280
2019,Industry Value Final,Viet Nam,ASP OU,RTD Coffee,11,22.8033,533070.3666
2019,Industry Value Final,ASP OU,ASP OU,Tea,11,2770.0385,31561257.5962
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Tea,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Tea,11,266.7068,383.5162
2019,Industry Value Final,Thailand,ASP OU,Tea,11,452.4236,15807.8500
2019,Industry Value Final,Indonesia,ASP OU,Tea,11,1349.6746,19940503.5900
2019,Industry Value Final,Philippines,ASP OU,Tea,11,205.2958,11084.3700
2019,Industry Value Final,Viet Nam,ASP OU,Tea,11,495.9377,11593478.2700
2019,Industry Value Final,ASP OU,ASP OU,Juice Drinks,11,2375.4078,21225144.7354
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Juice Drinks,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Juice Drinks,11,474.9164,682.9154
2019,Industry Value Final,Thailand,ASP OU,Juice Drinks,11,290.3678,10145.5600
2019,Industry Value Final,Indonesia,ASP OU,Juice Drinks,11,690.8921,10207450.3900
2019,Industry Value Final,Philippines,ASP OU,Juice Drinks,11,449.4254,24265.4600
2019,Industry Value Final,Viet Nam,ASP OU,Juice Drinks,11,469.8060,10982600.4100
2019,Industry Value Final,ASP OU,ASP OU,Juices/Nectars,11,1732.2431,2157528.8436
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Juices/Nectars,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Juices/Nectars,11,1183.8801,1702.3836
2019,Industry Value Final,Thailand,ASP OU,Juices/Nectars,11,171.2226,5982.5800
2019,Industry Value Final,Indonesia,ASP OU,Juices/Nectars,11,135.6297,2003833.8700
2019,Industry Value Final,Philippines,ASP OU,Juices/Nectars,11,235.8095,12731.8700
2019,Industry Value Final,Viet Nam,ASP OU,Juices/Nectars,11,5.7013,133278.1400
2019,Industry Value Final,ASP OU,ASP OU,Dairy Beverages,11,4847.4921,38333011.7077
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Dairy Beverages,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Dairy Beverages,11,778.8118,1119.9077
2019,Industry Value Final,Thailand,ASP OU,Dairy Beverages,11,1313.4588,45892.7400
2019,Industry Value Final,Indonesia,ASP OU,Dairy Beverages,11,1605.6007,23721633.6600
2019,Industry Value Final,Philippines,ASP OU,Dairy Beverages,11,527.8156,28497.9200
2019,Industry Value Final,Viet Nam,ASP OU,Dairy Beverages,11,621.8052,14535867.4800
2019,Industry Value Final,ASP OU,ASP OU,Energy,11,3670.0737,34306628.4388
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Energy,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Energy,11,1037.1004,1491.3188
2019,Industry Value Final,Thailand,ASP OU,Energy,11,840.3611,29362.5300
2019,Industry Value Final,Indonesia,ASP OU,Energy,11,139.8468,2066138.8600
2019,Industry Value Final,Philippines,ASP OU,Energy,11,275.5606,14878.1200
2019,Industry Value Final,Viet Nam,ASP OU,Energy,11,1377.2049,32194757.6100
2019,Industry Value Final,ASP OU,ASP OU,Plant Based Beverages,11,1349.0865,8570305.4296
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Plant Based Beverages,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Plant Based Beverages,11,214.8652,308.9696
2019,Industry Value Final,Thailand,ASP OU,Plant Based Beverages,11,634.7574,22178.6600
2019,Industry Value Final,Indonesia,ASP OU,Plant Based Beverages,11,133.6446,1974505.5600
2019,Industry Value Final,Philippines,ASP OU,Plant Based Beverages,11,84.8267,4579.9800
2019,Industry Value Final,Viet Nam,ASP OU,Plant Based Beverages,11,280.9927,6568732.2600
2019,Industry Value Final,ASP OU,ASP OU,Other Alcoholic Beverages,11,5415.8783,709506.1085
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Other Alcoholic Beverages,11,5004.9202,7196.9230
2019,Industry Value Final,Thailand,ASP OU,Other Alcoholic Beverages,11,338.0229,11810.6480
2019,Industry Value Final,Indonesia,ASP OU,Other Alcoholic Beverages,11,38.2270,564777.3587
2019,Industry Value Final,Philippines,ASP OU,Other Alcoholic Beverages,11,29.3980,1587.2641
2019,Industry Value Final,Viet Nam,ASP OU,Other Alcoholic Beverages,11,5.3101,124133.9148
2019,Industry Value Final,ASP OU,ASP OU,NRTD Coffee,11,0.0000,0.0000
2019,Industry Value Final,ASPOU Non-T40,ASP OU,NRTD Coffee,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,NRTD Coffee,11,0.0000,0.0000
2019,Industry Value Final,Thailand,ASP OU,NRTD Coffee,11,0.0000,0.0000
2019,Industry Value Final,Indonesia,ASP OU,NRTD Coffee,11,0.0000,0.0000
2019,Industry Value Final,Philippines,ASP OU,NRTD Coffee,11,0.0000,0.0000
2019,Industry Value Final,Viet Nam,ASP OU,NRTD Coffee,11,0.0000,0.0000
2019,Industry Value Final,ASP OU,ASP OU,Tea,11,0.0000,0.0000
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Tea,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Tea,11,0.0000,0.0000
2019,Industry Value Final,Thailand,ASP OU,Tea,11,0.0000,0.0000
2019,Industry Value Final,Indonesia,ASP OU,Tea,11,0.0000,0.0000
2019,Industry Value Final,Philippines,ASP OU,Tea,11,0.0000,0.0000
2019,Industry Value Final,Viet Nam,ASP OU,Tea,11,0.0000,0.0000
2019,Industry Value Final,ASP OU,ASP OU,Prepared Coffee,11,0.0000,0.0000
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Prepared Coffee,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Prepared Coffee,11,0.0000,0.0000
2019,Industry Value Final,Thailand,ASP OU,Prepared Coffee,11,0.0000,0.0000
2019,Industry Value Final,Indonesia,ASP OU,Prepared Coffee,11,0.0000,0.0000
2019,Industry Value Final,Philippines,ASP OU,Prepared Coffee,11,0.0000,0.0000
2019,Industry Value Final,Viet Nam,ASP OU,Prepared Coffee,11,0.0000,0.0000
2019,Industry Value Final,ASP OU,ASP OU,Other Categories,11,0.0000,0.0000
2019,Industry Value Final,ASPOU Non-T40,ASP OU,Other Categories,11,0.0000,0.0000
2019,Industry Value Final,Australia,ASP OU,Other Categories,11,0.0000,0.0000
2019,Industry Value Final,Thailand,ASP OU,Other Categories,11,0.0000,0.0000
2019,Industry Value Final,Indonesia,ASP OU,Other Categories,11,0.0000,0.0000
2019,Industry Value Final,Philippines,ASP OU,Other Categories,11,0.0000,0.0000
2019,Industry Value Final,Viet Nam,ASP OU,Other Categories,11,0.0000,0.0000
2020,Industry Value Final,ASP OU,ASP OU,Total Category,11,39857.0975,205191340.2426
2020,Industry Value Final,ASPOU Non-T40,ASP OU,Total Category,11,0.0000,0.0000
2020,Industry Value Final,Australia,ASP OU,Total Category,11,14486.0919,20830.5595
2020,Industry Value Final,Thailand,ASP OU,Total Category,11,8619.0679,301153.4510
2020,Industry Value Final,Indonesia,ASP OU,Total Category,11,6577.6849,97180718.2424
2020,Industry Value Final,Philippines,ASP OU,Total Category,11,5580.5122,301304.0790
2020,Industry Value Final,Viet Nam,ASP OU,Total Category,11,4593.7405,107387333.9107
2020,Industry Value Final,ASP OU,ASP OU,Coca-Cola,11,6461.9121,13472474.6695
2020,Industry Value Final,ASPOU Non-T40,ASP OU,Coca-Cola,11,0.0000,0.0000
2020,Industry Value Final,Australia,ASP OU,Coca-Cola,11,2448.3616,3520.6695
2020,Industry Value Final,Thailand,ASP OU,Coca-Cola,11,1599.1558,55875.1000
2020,Industry Value Final,Indonesia,ASP OU,Coca-Cola,11,103.6755,1531734.0200
2020,Industry Value Final,Philippines,ASP OU,Coca-Cola,11,1806.6400,97544.4500
2020,Industry Value Final,Viet Nam,ASP OU,Coca-Cola,11,504.0792,11783800.4300
2020,Industry Value Final,ASP OU,ASP OU,Sparkling Flavors,11,4137.9030,14921617.7818
2020,Industry Value Final,ASPOU Non-T40,ASP OU,Sparkling Flavors,11,0.0000,0.0000
2020,Industry Value Final,Australia,ASP OU,Sparkling Flavors,11,1252.1381,1800.5365
2020,Industry Value Final,Thailand,ASP OU,Sparkling Flavors,11,727.0506,25403.4200
2020,Industry Value Final,Indonesia,ASP OU,Sparkling Flavors,11,399.9253,5908618.3553
2020,Industry Value Final,Philippines,ASP OU,Sparkling Flavors,11,1377.5826,74378.7000
2020,Industry Value Final,Viet Nam,ASP OU,Sparkling Flavors,11,381.2064,8911416.7700
2020,Industry Value Final,ASP OU,ASP OU,Packaged Water,11,6581.2162,40725731.4449
2020,Industry Value Final,ASPOU Non-T40,ASP OU,Packaged Water,11,0.0000,0.0000
2020,Industry Value Final,Australia,ASP OU,Packaged Water,11,1395.2045,2006.2616
2020,Industry Value Final,Thailand,ASP OU,Packaged Water,11,2116.0047,73933.9950
2020,Industry Value Final,Indonesia,ASP OU,Packaged Water,11,1914.5411,28286012.4690
2020,Industry Value Final,Philippines,ASP OU,Packaged Water,11,628.0273,33908.5723
2020,Industry Value Final,Viet Nam,ASP OU,Packaged Water,11,527.4386,12329870.1470
2020,Industry Value Final,ASP OU,ASP OU,Enhanced Water Beverages,11,96.7663,168274.6190
2020,Industry Value Final,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,11,0.0000,0.0000
2020,Industry Value Final,Australia,ASP OU,Enhanced Water Beverages,11,65.3238,93.9336
2020,Industry Value Final,Thailand,ASP OU,Enhanced Water Beverages,11,16.0148,559.5647
2020,Industry Value Final,Indonesia,ASP OU,Enhanced Water Beverages,11,2.6514,39173.2449
2020,Industry Value Final,Philippines,ASP OU,Enhanced Water Beverages,11,7.2985,394.0608
2020,Industry Value Final,Viet Nam,ASP OU,Enhanced Water Beverages,11,5.4778,128053.8150
2020,Industry Value Final,ASP OU,ASP OU,Advanced Hydration,11,1229.7247,9706094.4390
2020,Industry Value Final,ASPOU Non-T40,ASP OU,Advanced Hydration,11,0.0000,0.0000
2020,Industry Value Final,Australia,ASP OU,Advanced Hydration,11,334.4918,480.9890
2020,Industry Value Final,Thailand,ASP OU,Advanced Hydration,11,187.8251,6562.6800
2020,Industry Value Final,Indonesia,ASP OU,Advanced Hydration,11,518.2372,7656593.6900
2020,Industry Value Final,Philippines,ASP OU,Advanced Hydration,11,102.0355,5509.1200
2020,Industry Value Final,Viet Nam,ASP OU,Advanced Hydration,11,87.1351,2036947.9600
2020,Industry Value Final,ASP OU,ASP OU,RTD Coffee,11,1029.5595,3407614.5402
2020,Industry Value Final,ASPOU Non-T40,ASP OU,RTD Coffee,11,0.0000,0.0000
2020,Industry Value Final,Australia,ASP OU,RTD Coffee,11,470.5889,676.6925
2020,Industry Value Final,Thailand,ASP OU,RTD Coffee,11,320.2739,11190.4884
2020,Industry Value Final,Indonesia,ASP OU,RTD Coffee,11,190.9633,2821349.7306
2020,Industry Value Final,Philippines,ASP OU,RTD Coffee,11,23.2159,1253.4774
2020,Industry Value Final,Viet Nam,ASP OU,RTD Coffee,11,24.5176,573144.1512
2020,Industry Value Final,ASP OU,ASP OU,Tea,11,2311.0325,26613753.4420
2020,Industry Value Final,ASPOU Non-T40,ASP OU,Tea,11,0.0000,0.0000
2020,Industry Value Final,Australia,ASP OU,Tea,11,228.2468,328.2120
2020,Industry Value Final,Thailand,ASP OU,Tea,11,416.7171,14560.2500
2020,Industry Value Final,Indonesia,ASP OU,Tea,11,1050.7903,15524696.1700
2020,Industry Value Final,Philippines,ASP OU,Tea,11,141.8829,7660.5700
2020,Industry Value Final,Viet Nam,ASP OU,Tea,11,473.3954,11066508.2400
2020,Industry Value Final,ASP OU,ASP OU,Juice Drinks,11,2012.6272,18394609.1557
2020,Industry Value Final,ASPOU Non-T40,ASP OU,Juice Drinks,11,0.0000,0.0000
2020,Industry Value Final,Australia,ASP OU,Juice Drinks,11,412.5231,593.1957
2020,Industry Value Final,Thailand,ASP OU,Juice Drinks,11,248.7300,8690.7200
2020,Industry Value Final,Indonesia,ASP OU,Juice Drinks,11,544.1542,8039499.6600
2020,Industry Value Final,Philippines,ASP OU,Juice Drinks,11,365.4975,19734.0100
2020,Industry Value Final,Viet Nam,ASP OU,Juice Drinks,11,441.7224,10326091.5700
2020,Industry Value Final,ASP OU,ASP OU,Juices/Nectars,11,1592.1695,2012384.9804
2020,Industry Value Final,ASPOU Non-T40,ASP OU,Juices/Nectars,11,0.0000,0.0000
2020,Industry Value Final,Australia,ASP OU,Juices/Nectars,11,1110.3993,1596.7204
2020,Industry Value Final,Thailand,ASP OU,Juices/Nectars,11,156.0295,5451.7300
2020,Industry Value Final,Indonesia,ASP OU,Juices/Nectars,11,126.7707,1872949.4600
2020,Industry Value Final,Philippines,ASP OU,Juices/Nectars,11,193.7543,10461.2200
2020,Industry Value Final,Viet Nam,ASP OU,Juices/Nectars,11,5.2157,121925.8500
2020,Industry Value Final,ASP OU,ASP OU,Dairy Beverages,11,4550.6508,35587641.4607
2020,Industry Value Final,ASPOU Non-T40,ASP OU,Dairy Beverages,11,0.0000,0.0000
2020,Industry Value Final,Australia,ASP OU,Dairy Beverages,11,709.0558,1019.6007
2020,Industry Value Final,Thailand,ASP OU,Dairy Beverages,11,1170.0882,40883.3200
2020,Industry Value Final,Indonesia,ASP OU,Dairy Beverages,11,1435.4063,21207129.1600
2020,Industry Value Final,Philippines,ASP OU,Dairy Beverages,11,624.1751,33700.5800
2020,Industry Value Final,Viet Nam,ASP OU,Dairy Beverages,11,611.9254,14304908.8000
2020,Industry Value Final,ASP OU,ASP OU,Energy,11,3417.8342,31751922.7788
2020,Industry Value Final,ASPOU Non-T40,ASP OU,Energy,11,0.0000,0.0000
2020,Industry Value Final,Australia,ASP OU,Energy,11,1043.3662,1500.3288
2020,Industry Value Final,Thailand,ASP OU,Energy,11,765.1464,26734.5000
2020,Industry Value Final,Indonesia,ASP OU,Energy,11,134.9858,1994321.2700
2020,Industry Value Final,Philippines,ASP OU,Energy,11,203.0627,10963.8000
2020,Industry Value Final,Viet Nam,ASP OU,Energy,11,1271.2731,29718402.8800
2020,Industry Value Final,ASP OU,ASP OU,Plant Based Beverages,11,1337.1329,8090024.3341
2020,Industry Value Final,ASPOU Non-T40,ASP OU,Plant Based Beverages,11,0.0000,0.0000
2020,Industry Value Final,Australia,ASP OU,Plant Based Beverages,11,228.9437,329.2141
